status,paid_only,is_favor,frequency,progress,stat.question_id,stat.question__article__live,stat.question__article__slug,stat.question__article__has_video_solution,stat.question__title,stat.question__title_slug,stat.question__hide,stat.total_acs,stat.total_submitted,stat.frontend_question_id,stat.is_new_question,difficulty.level
,False,False,0,0,1459,,,,Apply Discount Every n Orders,apply-discount-every-n-orders,False,21978,30914,1357,False,2
,False,False,0,0,1458,True,sort-integers-by-the-number-of-1-bits,False,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,False,222588,284632,1356,False,1
,False,False,0,0,1457,True,minimum-difficulty-of-a-job-schedule,False,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,False,193413,324467,1335,False,3
,False,False,0,0,1456,,,,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,False,97678,162423,1334,False,2
,False,False,0,0,1455,,,,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,False,29800,48638,1333,False,2
,False,False,0,0,1454,True,remove-palindrome-subsequences,False,Remove Palindromic Subsequences,remove-palindromic-subsequences,False,132585,173597,1332,False,1
,False,False,0,0,1452,,,,Restaurant Growth,restaurant-growth,False,82551,166584,1321,False,2
,False,False,0,0,1451,True,minimum-number-of-taps-to-open-to-water-a-garden,False,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,False,131403,257699,1326,False,3
,False,False,0,0,1450,,,,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,False,103423,139309,1325,False,2
,False,False,0,0,1449,,,,Print Words Vertically,print-words-vertically,False,40152,62969,1324,False,2
,False,False,0,0,1448,True,maximum-69-number,False,Maximum 69 Number,maximum-69-number,False,259609,315497,1323,False,1
,False,False,0,0,1447,True,jump-game-iv,False,Jump Game IV,jump-game-iv,False,143825,311069,1345,False,3
,False,False,0,0,1446,True,angle-between-hands-of-a-clock,False,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,False,120958,189742,1344,False,2
,False,False,0,0,1445,,,,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,False,94571,138426,1343,False,2
,False,False,0,0,1444,True,number-of-steps-to-reduce-a-number-to-zero,True,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,False,662971,779369,1342,False,1
,False,False,0,0,1443,,,,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,False,31195,52706,1320,False,3
,False,False,0,0,1442,True,number-of-operations-to-make-network-connected,False,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,False,212818,339600,1319,False,2
,False,False,0,0,1441,True,minimum-flips-to-make-a-or-b-equal-to-c,False,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,False,122398,172290,1318,False,2
,False,False,0,0,1440,,,,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,False,45928,84942,1317,False,1
,False,False,0,0,1437,True,minimum-insertion-steps-to-make-a-string-palindrome,False,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,False,164050,232846,1312,False,3
,False,False,0,0,1436,,,,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,False,23227,49342,1311,False,2
,False,False,0,0,1435,,,,XOR Queries of a Subarray,xor-queries-of-a-subarray,False,56998,78371,1310,False,2
,False,False,0,0,1434,,,,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,False,123447,154997,1309,False,1
,False,False,0,0,1433,,,,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,False,12457,31019,2227,False,3
,False,False,0,0,1431,,,,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,False,37277,71625,2192,False,2
,False,False,0,0,1430,,,,Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,False,56107,94212,2269,False,1
,False,False,0,0,1429,,,,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,False,13010,38186,1307,False,3
,False,False,0,0,1428,True,jump-game-iii,True,Jump Game III,jump-game-iii,False,228433,352463,1306,False,2
,False,False,0,0,1427,True,all-elements-in-two-bsts,False,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,False,214883,269266,1305,False,2
,False,False,0,0,1426,,,,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,False,216105,283608,1304,False,1
,False,False,0,0,1424,,,,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,False,16325,28043,1298,False,3
,False,False,0,0,1423,,,,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,False,52502,101136,1297,False,2
,False,False,0,0,1422,,,,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,False,82924,146351,1296,False,2
,False,False,0,0,1421,True,find-numbers-with-even-number-of-digits,False,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,False,668494,865566,1295,False,1
,False,False,0,0,1418,True,fair-distribution-of-cookies,False,Fair Distribution of Cookies,fair-distribution-of-cookies,False,93446,134927,2305,False,2
,False,False,0,0,1415,True,students-and-examinations,False,Students and Examinations,students-and-examinations,False,219344,386167,1280,False,1
,False,False,0,0,1414,True,shortest-path-in-a-grid-with-obstacles-elimination,False,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,False,208313,460649,1293,False,3
,False,False,0,0,1413,,,,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,False,33303,62325,1292,False,2
,False,False,0,0,1411,True,convert-binary-number-in-a-linked-list-to-integer,False,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,False,467540,576294,1290,False,1
,False,False,0,0,1409,True,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,False,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,False,32771,45463,1284,False,3
,False,False,0,0,1408,True,find-the-smallest-divisor-given-a-threshold,False,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,False,172555,289672,1283,False,2
,False,False,0,0,1407,True,group-the-people-given-the-group-size-they-belong-to,False,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,False,205577,235073,1282,False,2
,False,False,0,0,1406,,,,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,False,484263,560014,1281,False,1
,False,False,0,0,1403,,,,Palindrome Partitioning III,palindrome-partitioning-iii,False,28045,45990,1278,False,3
,False,False,0,0,1402,,,,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,False,220462,293655,1277,False,2
,False,False,0,0,1401,,,,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,False,25726,50320,1276,False,2
,False,False,0,0,1400,True,find-winner-on-a-tic-tac-toe-game,False,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,False,124768,231557,1275,False,1
,False,False,0,0,1398,True,number-of-ways-to-stay-in-the-same-place-after-some-steps,False,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,False,90792,180080,1269,False,3
,False,False,0,0,1397,True,search-suggestions-system,False,Search Suggestions System,search-suggestions-system,False,303318,465565,1268,False,2
,False,False,0,0,1396,,,,Count Servers that Communicate,count-servers-that-communicate,False,58745,97371,1267,False,2
,False,False,0,0,1395,True,minimum-time-visiting-all-points,False,Minimum Time Visiting All Points,minimum-time-visiting-all-points,False,229852,278741,1266,False,1
,False,False,0,0,1394,,,,Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid,False,29567,44477,2304,False,2
,False,False,0,0,1393,True,maximum-value-of-k-coins-from-piles,False,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,False,65237,107673,2218,False,3
,False,False,0,0,1392,True,find-the-difference-of-two-arrays,False,Find the Difference of Two Arrays,find-the-difference-of-two-arrays,False,317727,403889,2215,False,1
,False,False,0,0,1390,False,average-selling-price,False,Average Selling Price,average-selling-price,False,208838,514923,1251,False,1
,False,False,0,0,1389,,,,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,False,27835,56781,1263,False,3
,False,False,0,0,1388,,,,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,False,54222,106983,1262,False,2
,False,False,0,0,1387,,,,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,False,64002,82858,1261,False,2
,False,False,0,0,1386,True,shift-2d-grid,False,Shift 2D Grid,shift-2d-grid,False,105824,157106,1260,False,1
,False,False,0,0,1382,,,,Calculate Amount Paid in Taxes,calculate-amount-paid-in-taxes,False,37261,57023,2303,False,1
,False,False,0,0,1381,,,,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,False,37861,52170,1255,False,3
,False,False,0,0,1380,True,number-of-closed-islands,False,Number of Closed Islands,number-of-closed-islands,False,222325,335100,1254,False,2
,False,False,0,0,1379,,,,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,False,26070,56934,1253,False,2
,False,False,0,0,1378,,,,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,False,112653,143249,1252,False,1
,False,False,0,0,1376,,,,Selling Pieces of Wood,selling-pieces-of-wood,False,10237,20648,2312,False,3
,False,False,0,0,1375,,,,Find Palindrome With Fixed Length,find-palindrome-with-fixed-length,False,21579,58669,2217,False,2
,False,False,0,0,1372,,,,Check If It Is a Good Array,check-if-it-is-a-good-array,False,22716,38239,1250,False,3
,False,False,0,0,1371,True,minimum-remove-to-make-valid-parentheses,False,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,False,730185,1060444,1249,False,2
,False,False,0,0,1370,,,,Count Number of Nice Subarrays,count-number-of-nice-subarrays,False,130239,198969,1248,False,2
,False,False,0,0,1369,,,,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,False,39315,60988,1247,False,2
,False,False,0,0,1367,,,,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,False,27059,47526,1691,False,3
,False,False,0,0,1364,,,,Tuple with Same Product,tuple-with-same-product,False,27592,45158,1726,False,2
,False,False,0,0,1363,,,,Greatest English Letter in Upper and Lower Case,greatest-english-letter-in-upper-and-lower-case,False,51970,74634,2309,False,1
,False,False,0,0,1362,,,,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,False,41572,62617,1227,False,2
,False,False,0,0,1361,,,,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,False,23414,43169,1240,False,3
,False,False,0,0,1360,True,maximum-length-of-a-concatenated-string-with-unique-characters,False,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,False,284850,526765,1239,False,2
,False,False,0,0,1359,,,,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,False,17676,25290,1238,False,2
,False,False,0,0,1358,,,,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,False,66841,96060,1237,False,2
,False,False,0,0,1356,,,,Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome,False,22609,44385,2193,False,3
,False,False,0,0,1355,,,,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,False,32008,66493,2216,False,2
,False,False,0,0,1354,True,find-players-with-zero-or-one-losses,False,Find Players With Zero or One Losses,find-players-with-zero-or-one-losses,False,240228,326625,2225,False,2
,False,False,0,0,1353,,,,Find Resultant Array After Removing Anagrams,find-resultant-array-after-removing-anagrams,False,58828,101374,2273,False,1
,False,False,0,0,1352,True,maximum-profit-in-job-scheduling,False,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,False,303964,557027,1235,False,3
,False,False,0,0,1351,,,,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,False,33983,88606,1234,False,2
,False,False,0,0,1350,,,,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,False,52999,80387,1233,False,2
,False,False,0,0,1349,True,check-if-it-is-a-straight-line,False,Check If It Is a Straight Line,check-if-it-is-a-straight-line,False,255210,646125,1232,False,1
,False,False,0,0,1348,,,,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,False,18526,32758,2321,False,3
,False,False,0,0,1346,,,,Maximize the Topmost Element After K Moves,maximize-the-topmost-element-after-k-moves,False,27919,121600,2202,False,2
,False,False,0,0,1344,,,,Maximum Equal Frequency,maximum-equal-frequency,False,14918,40232,1224,False,3
,False,False,0,0,1343,,,,Dice Roll Simulation,dice-roll-simulation,False,29235,59616,1223,False,3
,False,False,0,0,1342,,,,Queens That Can Attack the King,queens-that-can-attack-the-king,False,42318,58891,1222,False,2
,False,False,0,0,1341,,,,Split a String in Balanced Strings,split-a-string-in-balanced-strings,False,301025,349983,1221,False,1
,False,False,0,0,1340,,,,The Dining Philosophers,the-dining-philosophers,False,32556,60768,1226,False,2
,False,False,0,0,1338,,,,Queries Quality and Percentage,queries-quality-and-percentage,False,158805,327977,1211,False,1
,False,False,0,0,1337,,,,Design Skiplist,design-skiplist,False,22354,36560,1206,False,3
,False,False,0,0,1336,,,,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,False,3480,11474,1960,False,3
,False,False,0,0,1335,,,,Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,False,39977,105500,2226,False,2
,False,False,0,0,1334,,,,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,False,25842,97034,2310,False,2
,False,False,0,0,1333,,,,Sort the Jumbled Numbers,sort-the-jumbled-numbers,False,19613,42060,2191,False,2
,False,False,0,0,1332,True,count-vowels-permutation,False,Count Vowels Permutation,count-vowels-permutation,False,166422,268491,1220,False,3
,False,False,0,0,1331,True,path-with-maximum-gold,False,Path with Maximum Gold,path-with-maximum-gold,False,114746,180467,1219,False,2
,False,False,0,0,1330,True,longest-arithmetic-subsequence-of-given-difference,False,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,False,140886,256979,1218,False,2
,False,False,0,0,1329,True,minimum-cost-to-move-chips-to-the-same-position,False,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,False,128313,178936,1217,False,1
,False,False,0,0,1327,,,,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,False,110526,166065,1204,False,2
,False,False,0,0,1326,,,,Sum of Floored Pairs,sum-of-floored-pairs,False,9030,31472,1862,False,3
,False,False,0,0,1325,True,path-with-maximum-probability,False,Path with Maximum Probability,path-with-maximum-probability,False,137358,250871,1514,False,2
,False,False,0,0,1324,True,where-will-the-ball-fall,False,Where Will the Ball Fall,where-will-the-ball-fall,False,139898,194915,1706,False,2
,False,False,0,0,1322,,,,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,False,9463,19136,1210,False,3
,False,False,0,0,1321,,,,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,False,55396,108253,1208,False,2
,False,False,0,0,1320,True,remove-all-adjacent-duplicates-in-string-ii,False,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,False,315549,546379,1209,False,2
,False,False,0,0,1319,True,unique-number-of-occurrences,True,Unique Number of Occurrences,unique-number-of-occurrences,False,606678,786832,1207,False,1
,False,False,0,0,1317,,,,Monthly Transactions I,monthly-transactions-i,False,158609,274242,1193,False,2
,False,False,0,0,1316,,,,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,False,47534,65632,1195,False,2
,False,False,0,0,1313,,,,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony,False,7072,14565,1916,False,3
,False,False,0,0,1312,,,,Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted,False,19305,34337,2201,False,2
,False,False,0,0,1311,,,,Largest Magic Square,largest-magic-square,False,10977,20922,1895,False,2
,False,False,0,0,1310,,,,Watering Plants,watering-plants,False,48775,61284,2079,False,2
,False,False,0,0,1309,True,sort-items-by-group-respecting-dependencies,False,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,False,53771,80709,1203,False,3
,False,False,0,0,1308,True,smallest-string-with-swaps,False,Smallest String With Swaps,smallest-string-with-swaps,False,114207,196078,1202,False,2
,False,False,0,0,1307,,,,Ugly Number III,ugly-number-iii,False,31423,106748,1201,False,2
,False,False,0,0,1306,True,minimum-absolute-difference,False,Minimum Absolute Difference,minimum-absolute-difference,False,189864,273144,1200,False,1
,False,False,0,0,1305,,,,Number of Visible People in a Queue,number-of-visible-people-in-a-queue,False,53016,76217,1944,False,3
,False,False,0,0,1304,,,,Longest Happy String,longest-happy-string,False,81352,141799,1405,False,2
,False,False,0,0,1303,,,,Minimum Moves to Reach Target Score,minimum-moves-to-reach-target-score,False,41065,81749,2139,False,2
,False,False,0,0,1302,,,,Delete Characters to Make Fancy String,delete-characters-to-make-fancy-string,False,36116,62430,1957,False,1
,False,False,0,0,1301,True,reformat-department-table,False,Reformat Department Table,reformat-department-table,False,115635,149698,1179,False,1
,False,False,0,0,1300,True,critical-connections-in-a-network,False,Critical Connections in a Network,critical-connections-in-a-network,False,227062,407783,1192,False,3
,False,False,0,0,1299,,,,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,False,34500,145883,1191,False,2
,False,False,0,0,1298,,,,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,False,72718,109585,1190,False,2
,False,False,0,0,1297,True,maximum-number-of-balloons,False,Maximum Number of Balloons,maximum-number-of-balloons,False,200798,336020,1189,False,1
,False,False,0,0,1296,,,,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,False,35258,101748,1483,False,3
,False,False,0,0,1295,,,,Minimum Garden Perimeter to Collect Enough Apples,minimum-garden-perimeter-to-collect-enough-apples,False,16513,30540,1954,False,2
,False,False,0,0,1294,,,,Range Frequency Queries,range-frequency-queries,False,20438,51454,2080,False,2
,False,False,0,0,1293,,,,Three Consecutive Odds,three-consecutive-odds,False,85430,135269,1550,False,1
,False,False,0,0,1292,,,,Immediate Food Delivery II,immediate-food-delivery-ii,False,133399,264199,1174,False,2
,False,False,0,0,1290,True,make-array-strictly-increasing,False,Make Array Strictly Increasing,make-array-strictly-increasing,False,57327,98299,1187,False,3
,False,False,0,0,1289,,,,Day of the Week,day-of-the-week,False,65499,113970,1185,False,1
,False,False,0,0,1288,,,,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,False,51657,118027,1186,False,2
,False,False,0,0,1287,,,,Distance Between Bus Stops,distance-between-bus-stops,False,59668,110490,1184,False,1
,False,False,0,0,1286,True,constrained-subsequence-sum,False,Constrained Subsequence Sum,constrained-subsequence-sum,False,76361,134642,1425,False,3
,False,False,0,0,1285,,,,Balance a Binary Search Tree,balance-a-binary-search-tree,False,150951,185323,1382,False,2
,False,False,0,0,1284,,,,Four Divisors,four-divisors,False,33621,79020,1390,False,2
,False,False,0,0,1283,,,,Reformat Date,reformat-date,False,72648,110446,1507,False,1
,False,False,0,0,1282,True,number-of-valid-words-for-each-puzzle,False,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,False,30895,66133,1178,False,3
,False,False,0,0,1281,,,,Can Make Palindrome from Substring,can-make-palindrome-from-substring,False,27348,70046,1177,False,2
,False,False,0,0,1279,,,,Prime Arrangements,prime-arrangements,False,30776,53869,1175,False,1
,False,False,0,0,1278,True,product-price-at-a-given-date,False,Product Price at a Given Date,product-price-at-a-given-date,False,113989,205728,1164,False,2
,False,False,0,0,1277,,,,Largest Multiple of Three,largest-multiple-of-three,False,20001,61303,1363,False,3
,False,False,0,0,1276,,,,Closest Divisors,closest-divisors,False,22154,36550,1362,False,2
,False,False,0,0,1275,True,validate-binary-tree-nodes,False,Validate Binary Tree Nodes,validate-binary-tree-nodes,False,113163,257717,1361,False,2
,False,False,0,0,1274,,,,Number of Days Between Two Dates,number-of-days-between-two-dates,False,50552,101846,1360,False,1
,False,False,0,0,1273,,,,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,False,79860,128616,1170,False,2
,False,False,0,0,1272,,,,Invalid Transactions,invalid-transactions,False,75895,243350,1169,False,2
,False,False,0,0,1270,,,,Dinner Plate Stacks,dinner-plate-stacks,False,18093,55308,1172,False,3
,False,False,0,0,1268,True,market-analysis-i,False,Market Analysis I,market-analysis-i,False,101453,178028,1158,False,2
,False,False,0,0,1267,True,remove-zero-sum-consecutive-nodes-from-linked-list,False,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,False,161920,306648,1171,False,2
,False,False,0,0,1264,,,,Maximum Number of Words You Can Type,maximum-number-of-words-you-can-type,False,58318,79816,1935,False,1
,False,False,0,0,1263,True,number-of-dice-rolls-with-target-sum,False,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,False,285834,470227,1155,False,2
,False,False,0,0,1262,,,,Online Majority Element In Subarray,online-majority-element-in-subarray,False,16548,39899,1157,False,3
,False,False,0,0,1261,,,,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,False,31376,71310,1156,False,2
,False,False,0,0,1260,,,,Day of the Year,day-of-the-year,False,58633,120514,1154,False,1
,False,False,0,0,1258,True,article-review-i,False,Article Views I,article-views-i,False,551467,733803,1148,False,1
,False,False,0,0,1257,True,rank-transform-of-a-matrix,False,Rank Transform of a Matrix,rank-transform-of-a-matrix,False,21869,53461,1632,False,3
,False,False,0,0,1256,,,,Rank Transform of an Array,rank-transform-of-an-array,False,114486,184306,1331,False,1
,False,False,0,0,1255,,,,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,False,5821,14142,1330,False,3
,False,False,0,0,1254,True,deepest-leaves-sum,False,Deepest Leaves Sum,deepest-leaves-sum,False,325850,377544,1302,False,2
,False,False,0,0,1253,True,sort-the-matrix-diagonally,True,Sort the Matrix Diagonally,sort-the-matrix-diagonally,False,161965,195387,1329,False,2
,False,False,0,0,1252,True,break-a-palindrome,False,Break a Palindrome,break-a-palindrome,False,166846,322172,1328,False,2
,False,False,0,0,1251,,,,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,False,23781,40544,1147,False,3
,False,False,0,0,1250,True,longest-common-subsequence,False,Longest Common Subsequence,longest-common-subsequence,False,1062883,1839724,1143,False,2
,False,False,0,0,1249,True,snapshot-array,False,Snapshot Array,snapshot-array,False,215545,582596,1146,False,2
,False,False,0,0,1248,,,,Binary Tree Coloring Game,binary-tree-coloring-game,False,45388,87444,1145,False,2
,False,False,0,0,1247,,,,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,False,20217,42248,1144,False,2
,False,False,0,0,1245,True,user-activity-for-the-past-30-days-i,False,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,False,207340,430160,1141,False,1
,False,False,0,0,1244,,,,Distinct Echo Substrings,distinct-echo-substrings,False,16377,32590,1316,False,3
,False,False,0,0,1243,True,sum-of-nodes-with-even-valued-grandparent,False,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,False,151073,176714,1315,False,2
,False,False,0,0,1242,,,,Matrix Block Sum,matrix-block-sum,False,87482,115976,1314,False,2
,False,False,0,0,1241,,,,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,False,264098,308122,1313,False,1
,False,False,0,0,1240,True,stone-game-ii,False,Stone Game II,stone-game-ii,False,93843,138698,1140,False,2
,False,False,0,0,1239,,,,Largest 1-Bordered Square,largest-1-bordered-square,False,24894,49621,1139,False,2
,False,False,0,0,1238,,,,Alphabet Board Path,alphabet-board-path,False,51116,98962,1138,False,2
,False,False,0,0,1236,True,n-th-tribonacci-number,False,N-th Tribonacci Number,n-th-tribonacci-number,False,759426,1189996,1137,False,1
,False,False,0,0,1234,,,,Number of Paths with Max Score,number-of-paths-with-max-score,False,13261,33704,1301,False,3
,False,False,0,0,1232,,,,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,False,38134,85990,1300,False,2
,False,False,0,0,1231,,,,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,False,379098,532228,1299,False,1
,False,False,0,0,1230,,,,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,False,23805,49166,1131,False,2
,False,False,0,0,1229,True,shortest-path-with-alternating-colors,False,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,False,114488,242753,1129,False,2
,False,False,0,0,1228,,,,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,False,98332,145065,1130,False,2
,False,False,0,0,1227,,,,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,False,67810,140823,1128,False,1
,False,False,0,0,1224,True,minimum-falling-path-sum-ii,False,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,False,139226,216137,1289,False,3
,False,False,0,0,1223,,,,Graph Connectivity With Threshold,graph-connectivity-with-threshold,False,17267,36789,1627,False,3
,False,False,0,0,1222,True,remove-covered-intervals,False,Remove Covered Intervals,remove-covered-intervals,False,119417,211751,1288,False,2
,False,False,0,0,1221,True,element-appearing-more-than-25-in-sorted-array,False,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,False,212203,347984,1287,False,1
,False,False,0,0,1220,True,smallest-sufficient-team,False,Smallest Sufficient Team,smallest-sufficient-team,False,62084,111586,1125,False,3
,False,False,0,0,1219,,,,Longest Well-Performing Interval,longest-well-performing-interval,False,31857,91315,1124,False,2
,False,False,0,0,1218,,,,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,False,110606,153216,1123,False,2
,False,False,0,0,1217,,,,Relative Sort Array,relative-sort-array,False,186462,270146,1122,False,1
,False,False,0,0,1216,,,,Print Zero Even Odd,print-zero-even-odd,False,49507,81230,1116,False,2
,False,False,0,0,1212,True,sequential-digits,False,Sequential Digits,sequential-digits,False,213412,326709,1291,False,2
,False,False,0,0,1211,True,iterator-for-combination,False,Iterator for Combination,iterator-for-combination,False,72455,98915,1286,False,2
,False,False,0,0,1210,,,,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,False,58697,86150,1619,False,1
,False,False,0,0,1208,,,,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,False,26886,37340,1111,False,2
,False,False,0,0,1207,,,,Delete Nodes And Return Forest,delete-nodes-and-return-forest,False,220971,319477,1110,False,2
,False,False,0,0,1206,,,,Corporate Flight Bookings,corporate-flight-bookings,False,63125,102325,1109,False,2
,False,False,0,0,1205,,,,Defanging an IP Address,defanging-an-ip-address,False,645552,724971,1108,False,1
,False,False,0,0,1203,True,print-in-order,False,Print in Order,print-in-order,False,155909,224808,1114,False,1
,False,False,0,0,1197,,,,Parsing A Boolean Expression,parsing-a-boolean-expression,False,29601,50101,1106,False,3
,False,False,0,0,1196,,,,Filling Bookcase Shelves,filling-bookcase-shelves,False,53315,89646,1105,False,2
,False,False,0,0,1195,True,distribute-candies-to-people,False,Distribute Candies to People,distribute-candies-to-people,False,87026,133626,1103,False,1
,False,False,0,0,1194,,,,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,False,45037,59787,1104,False,2
